timestamp;tagname;value;quality
23/02/2019 14:50:01;067_PI01;0;0
23/02/2019 14:50:01;067_PI02;0;0
23/02/2019 14:50:01;067_SI01;0;0
23/02/2019 14:50:01;067_TI01;0;0
23/02/2019 14:50:01;068_PI01;14.2987996735737;100
23/02/2019 14:50:01;068_PI02;0;100
23/02/2019 14:50:01;068_SI01;0;100
23/02/2019 14:50:01;068_TI01;20.2240182845891;100
23/02/2019 14:50:01;139_PI01;0;0
23/02/2019 14:50:01;139_PI02;0;0
23/02/2019 14:50:01;139_SI01;0;0
23/02/2019 14:50:01;139_TI01;0;0
23/02/2019 14:50:01;1C08.P1_TC01;18.639226947062;100
23/02/2019 14:50:01;1C08.P1_TC02;18.54070292626;100
23/02/2019 14:50:01;1C08.P1_TC03;0;100
23/02/2019 14:50:01;1C08.P1_TC04;0;100
23/02/2019 14:50:01;1C08.S1_TC01;0;100
23/02/2019 14:50:01;1C08.S1_TC02;0;100
23/02/2019 14:50:01;1C08.S1_TC03;23.2660902314281;100
23/02/2019 14:50:01;1C08.S1_TC04;0;100
23/02/2019 14:50:01;1C08.S2_TC01;0;100
23/02/2019 14:50:01;1C08.S2_TC02;0;100
23/02/2019 14:50:01;1C08.S2_TC03;0;100
23/02/2019 14:50:01;1C08.S2_TC04;19.8907013367065;100
23/02/2019 14:50:01;1C11.FE01;-5.09887554684307E-04;100
23/02/2019 14:50:01;1C11.TE01;0;100
23/02/2019 14:50:01;1C11.TE02;0;100
23/02/2019 14:50:01;1C11.TE03;20.3857925527414;100
23/02/2019 14:50:01;1C11.TE04;20.5677398445996;100
23/02/2019 14:50:01;1C11.TE05;20.7033759921073;100
23/02/2019 14:50:01;1C11.TE06;20.5502809959042;100
23/02/2019 14:50:01;1C11.TE07;21.6016762506365;100
23/02/2019 14:50:01;1C11.TE08;21.2977183788474;100
23/02/2019 14:50:01;1C11.TE09;21.2060072278945;100
23/02/2019 14:50:01;1C11.TE10;20.6018369302051;100
23/02/2019 14:50:01;1C11.TE11;-176.33483118817;100
23/02/2019 14:50:01;1C11.TE18;22.6648332859341;100
23/02/2019 14:50:01;1C11.TE19;22.5731484734042;100
23/02/2019 14:50:01;1C11.TE20;22.5388731563707;100
23/02/2019 14:50:01;1C11.TE21;0;100
23/02/2019 14:50:01;1C11.TE22;0;100
23/02/2019 14:50:01;1C12.TE01;0;0
23/02/2019 14:50:01;1C12.TE02;0;0
23/02/2019 14:50:01;1C12.TE03;0;0
23/02/2019 14:50:01;1C12.TE04;0;0
23/02/2019 14:50:01;1C12.TE05;0;0
23/02/2019 14:50:01;1C12.TE06;0;0
23/02/2019 14:50:01;1C12.TE07;0;0
23/02/2019 14:50:01;1C12.TE08;0;0
23/02/2019 14:50:01;1C12.TE09;0;0
23/02/2019 14:50:01;1C12.TE10;0;0
23/02/2019 14:50:01;1C12.TE11;0;0
23/02/2019 14:50:01;1C12.TE12;0;0
23/02/2019 14:50:01;2B14.MT01;-0.405984450456543;100
23/02/2019 14:50:01;2B14.TE01;22.7918694780605;100
23/02/2019 14:50:01;2B14.TE02;21.9953603572649;100
23/02/2019 14:50:01;2B14.TE03;-9.37747916710311E-02;100
23/02/2019 14:50:01;2B14.TE04;21.847214303858;100
23/02/2019 14:50:01;2B14.TE05;21.5812967880381;100
23/02/2019 14:50:01;2B14.TE07;-9999;100
23/02/2019 14:50:01;2B14.TE08;21.6226952154402;100
23/02/2019 14:50:01;2B14.TE09;21.1621023681905;100
23/02/2019 14:50:01;2B14.TE10;21.6016339253607;100
23/02/2019 14:50:01;2B14.TE11;20.486576358306;100
23/02/2019 14:50:01;2B14.TE12;23.4923222081272;100
23/02/2019 14:50:01;2C8.FOUR_PAF;25.7865207768783;100
23/02/2019 14:50:01;2C8.MOUFLE;21.4092925359198;100
23/02/2019 14:50:01;2C8.TC_T46;-9999;100
23/02/2019 14:50:01;455_PI01;43.5574489858262;100
23/02/2019 14:50:01;455_PI02;4.03985703233629E-02;100
23/02/2019 14:50:01;455_SI01;0;100
23/02/2019 14:50:01;455_TI01;20.0495555023483;100
23/02/2019 14:50:01;CRY.CENTRALE_SOLAIRE.CRY_act_prod_pow;30;100
23/02/2019 14:50:01;CRY.CENTRALE_SOLAIRE.CRY_app_prod_pow;30;100
23/02/2019 14:50:01;CRY.CENTRALE_SOLAIRE.CRY_rea_prod_pow;-2;100
23/02/2019 14:50:01;CRY.TGBT_NORMAL.CRY_act_cons_pow;11.7600370295693;100
23/02/2019 14:50:01;CRY.TGBT_NORMAL.CRY_app_cons_pow;12.0233888819913;100
23/02/2019 14:50:01;CRY.TGBT_NORMAL.CRY_rapp_cons_ene;690971;100
23/02/2019 14:50:01;CRY.TGBT_NORMAL.CRY_rea_cons_pow;0.24594733188798;100
23/02/2019 14:50:01;D001.PI01;-25.0127877875156;100
23/02/2019 14:50:01;D001.TI01;-91.2517715369795;100
23/02/2019 14:50:01;D001.TI02;-91.3092244307495;100
23/02/2019 14:50:01;D001.WI01;0;100
23/02/2019 14:50:01;D0125_AT01;3.11456520778238;100
23/02/2019 14:50:01;D0125_AT02;7.51303900147801;100
23/02/2019 14:50:01;D0125_AT03;7.60425671981458;100
23/02/2019 14:50:01;D0125_ST01;-0.144612575515671;100
23/02/2019 14:50:01;D0125_TE01;21.5684173176148;100
23/02/2019 14:50:01;D0125_TE02;21.2857395780265;100
23/02/2019 14:50:01;D0125_TE03;21.6729662806229;100
23/02/2019 14:50:01;F004.FC01;0;0
23/02/2019 14:50:01;F004.FC02;0;0
23/02/2019 14:50:01;F004.FC03;0;0
23/02/2019 14:50:01;F004.FC04;0;0
23/02/2019 14:50:01;F004.TE01;0;0
23/02/2019 14:50:01;F023.TE01;20.9197957032341;100
23/02/2019 14:50:01;F024.TE01;20.3866539412757;100
23/02/2019 14:50:01;F029.TE01;19.7389997793843;100
23/02/2019 14:50:01;F030.TE01;19.8941357684661;100
23/02/2019 14:50:01;F030.TE02;-9999;100
23/02/2019 14:50:01;F030.TE03;-9999;100
23/02/2019 14:50:01;F030.TE04;-9999;100
23/02/2019 14:50:01;F030.TE05;-3.67049798489606E-02;100
23/02/2019 14:50:01;F031.TE01;-9999;100
23/02/2019 14:50:01;F031.TE02;-9999;100
23/02/2019 14:50:01;F031.TE03;-9999;100
23/02/2019 14:50:01;F031.TE04;-9999;100
23/02/2019 14:50:01;F032.TE01;-9999;100
23/02/2019 14:50:01;F032.TE02;-9999;100
23/02/2019 14:50:01;F032.TE03;-9999;100
23/02/2019 14:50:01;F032.TE04;-9999;100
23/02/2019 14:50:01;F033.TE01;-9999;100
23/02/2019 14:50:01;F033.TE02;-9999;100
23/02/2019 14:50:01;F033.TE03;-9999;100
23/02/2019 14:50:01;F033.TE04;-9999;100
23/02/2019 14:50:01;F034.TE01;20.2091661648744;100
23/02/2019 14:50:01;F034.TE02;20.0084847206727;100
23/02/2019 14:50:01;F034.TE03;20.1808508823567;100
23/02/2019 14:50:01;F034.TE04;20.0550047681975;100
23/02/2019 14:50:01;F035.TE01;-9999;100
23/02/2019 14:50:01;F035.TE02;-9999;100
23/02/2019 14:50:01;F035.TE03;-9999;100
23/02/2019 14:50:01;F035.TE04;-9.09252284049988;100
23/02/2019 14:50:01;F036.TE01;-9999;100
23/02/2019 14:50:01;F036.TE02;-0.048715204933309;100
23/02/2019 14:50:01;F036.TE03;80.453737999171;100
23/02/2019 14:50:01;F036.TE06;-5.99611609908025E-02;100
23/02/2019 14:50:01;F036.TE08;-9999;100
23/02/2019 14:50:01;F036.TE12;-9999;100
23/02/2019 14:50:01;F036.TE13;-9999;100
23/02/2019 14:50:01;F036.TE16;-0.014959230154338;100
23/02/2019 14:50:01;F036.TE18;-2.72828133167282E-02;100
23/02/2019 14:50:01;F036.TE99;-9999;100
23/02/2019 14:50:01;F039.TE01;2.48865727878424;100
23/02/2019 14:50:01;F039.TE02;22.9833169035887;100
23/02/2019 14:50:01;F039.TE03;22.763475690307;100
23/02/2019 14:50:01;F039.TE04;22.9066285679267;100
23/02/2019 14:50:01;F040.TE01;-2.26730643688382E-02;100
23/02/2019 14:50:01;F040.TE02;23.5845985621772;100
23/02/2019 14:50:01;F040.TE03;21.8048236460565;100
23/02/2019 14:50:01;F040.TE04;21.9821644616364;100
23/02/2019 14:50:01;F041.TE01;22.6360068519658;100
23/02/2019 14:50:01;F041.TE02;22.7992446915357;100
23/02/2019 14:50:01;F041.TE03;22.7960558521511;100
23/02/2019 14:50:01;F042.TE01;22.987230002651;100
23/02/2019 14:50:01;F042.TE02;22.4055070314028;100
23/02/2019 14:50:01;F042.TE03;22.8415251077128;100
23/02/2019 14:50:01;F045.TE01;20.1917050700052;100
23/02/2019 14:50:01;F045.TE02;20.1828770814637;100
23/02/2019 14:50:01;F045.TE03;20.3059136874377;100
23/02/2019 14:50:01;F045.TE04;19.9370939362094;100
23/02/2019 14:50:01;F046.TE01;19.7667204328961;100
23/02/2019 14:50:01;F046.TE02;20.0780322579289;100
23/02/2019 14:50:01;F046.TE03;19.9255279645143;100
23/02/2019 14:50:01;F046.TE04;21.0906457407434;100
23/02/2019 14:50:01;F046.TE05;-9999;100
23/02/2019 14:50:01;F047.TE01;21.276670326034;100
23/02/2019 14:50:01;F047.TE05;21.409409353637;100
23/02/2019 14:50:01;F048.TE01;19.0694310281364;100
23/02/2019 14:50:01;F049.TE01;22.2417921030387;100
23/02/2019 14:50:01;F050.TE01;20.7385631457921;100
23/02/2019 14:50:01;F052.TE01;20.4912171527874;100
23/02/2019 14:50:01;F054.TE01;19.8184795527107;100
23/02/2019 14:50:01;F054.TE02;19.7290324598643;100
23/02/2019 14:50:01;F054.TE03;-9999;100
23/02/2019 14:50:01;F054.TE04;-9999;100
23/02/2019 14:50:01;F056.TE01;20.9951441209794;100
23/02/2019 14:50:01;F062.TE01;-9999;100
23/02/2019 14:50:01;F064.TE02;19.0083218140355;100
23/02/2019 14:50:01;F066.F100_TE01;-9999;100
23/02/2019 14:50:01;F066.F100_TE02;-9999;100
23/02/2019 14:50:01;F066.F100_TE03;-9999;100
23/02/2019 14:50:01;F066.F100_TE04;-9999;100
23/02/2019 14:50:01;F066.F200_TE01;-9999;100
23/02/2019 14:50:01;F066.F200_TE02;-9999;100
23/02/2019 14:50:01;F066.F200_TE03;-9999;100
23/02/2019 14:50:01;F066.F200_TE04;-9999;100
23/02/2019 14:50:01;F066.F300_TE01;-9999;100
23/02/2019 14:50:01;F066.F300_TE02;-9999;100
23/02/2019 14:50:01;F066.F300_TE03;-9999;100
23/02/2019 14:50:01;F066.F300_TE04;-9999;100
23/02/2019 14:50:01;F066.F400_TE01;-9999;100
23/02/2019 14:50:01;F066.F400_TE02;-9999;100
23/02/2019 14:50:01;F066.F400_TE03;-9999;100
23/02/2019 14:50:01;F066.F400_TE04;-9999;100
23/02/2019 14:50:01;F117.TE01;115.791820490799;100
23/02/2019 14:50:01;F143.TE01;20.6651068807736;100
23/02/2019 14:50:01;F143.TE02;21.2291984019954;100
23/02/2019 14:50:01;F143.TE03;22.1082442025427;100
23/02/2019 14:50:01;F150.FI01;-2.37258640309185E-03;100
23/02/2019 14:50:01;F150.FI02;-0.458694742896128;100
23/02/2019 14:50:01;F150.FI03;3.08070957412756E-02;100
23/02/2019 14:50:01;F150.TI02;20.9806561698122;100
23/02/2019 14:50:01;F152.TE01;21.9185512934357;100
23/02/2019 14:50:01;FA.TE01;26.213241957406;100
23/02/2019 14:50:01;FB.TE01;32.3894114355368;100
23/02/2019 14:50:01;FC.TE01;24.8613614858434;100
23/02/2019 14:50:01;FOUR_CARBO.TE01;22.8193641784889;100
23/02/2019 14:50:01;FOUR_CARBO.TE01_SL;0;100
23/02/2019 14:50:01;FOUR_CARBO.TE02;22.3911670784956;100
23/02/2019 14:50:01;H59.AEROREFRIGERANT_K3.H59_AERO_act_cons_pow;7;100
23/02/2019 14:50:01;H59.AEROREFRIGERANT_K3.H59_AERO_app_cons_pow;9;100
23/02/2019 14:50:01;H59.AEROREFRIGERANT_K3.H59_AERO_rea_cons_pow;5;100
23/02/2019 14:50:01;H59.COMPRESSEUR_K3.H59_COMP1_act_cons_pow;1;100
23/02/2019 14:50:01;H59.COMPRESSEUR_K3.H59_COMP1_app_cons_pow;2;100
23/02/2019 14:50:01;H59.COMPRESSEUR_K3.H59_COMP1_rea_cons_pow;1;100
23/02/2019 14:50:01;H59.COMPRESSEUR_U566.H59_COMP2_act_cons_pow;0;100
23/02/2019 14:50:01;H59.COMPRESSEUR_U566.H59_COMP2_app_cons_pow;0;100
23/02/2019 14:50:01;H59.COMPRESSEUR_U566.H59_COMP2_rea_cons_pow;0;100
23/02/2019 14:50:01;H59.GROUPE_FROID_K3.H59_CG_act_cons_pow;47.6847630007962;100
23/02/2019 14:50:01;H59.GROUPE_FROID_K3.H59_CG_app_cons_pow;63.1292630007962;100
23/02/2019 14:50:01;H59.GROUPE_FROID_K3.H59_CG_rea_cons_pow;41.6535481670648;100
23/02/2019 14:50:01;H59.SECHEUR_K3.H59_DRY_act_cons_pow;22;100
23/02/2019 14:50:01;H59.SECHEUR_K3.H59_DRY_app_cons_pow;22;100
23/02/2019 14:50:01;H59.SECHEUR_K3.H59_DRY_rea_cons_pow;2;100
23/02/2019 14:50:01;H59.TGBT1.H59_act_cons_pow;103.806929669172;100
23/02/2019 14:50:01;H59.TGBT1.H59_app_cons_pow;121.556929669172;100
23/02/2019 14:50:01;H59.TGBT1.H59_rea_cons_pow;63;100
23/02/2019 14:50:01;LAU.PHOTOVOLTAIQUE.LAU_act_prod_pow;3;100
23/02/2019 14:50:01;LAU.PHOTOVOLTAIQUE.LAU_app_prod_pow;3;100
23/02/2019 14:50:01;LAU.PHOTOVOLTAIQUE.LAU_rea_prod_pow;0;100
23/02/2019 14:50:01;LAU.TGBT_NORMAL.LAU_act_cons_pow;134.615026001592;100
23/02/2019 14:50:01;LAU.TGBT_NORMAL.LAU_app_cons_pow;143.715026001592;100
23/02/2019 14:50:01;LAU.TGBT_NORMAL.LAU_rapp_cons_ene;5689471.48258664;100
23/02/2019 14:50:01;LAU.TGBT_NORMAL.LAU_rea_cons_pow;49.6246052847095;100
23/02/2019 14:50:01;METEO.CENTRALE_METEO.MET_humidity;6.08954594813194;100
23/02/2019 14:50:01;METEO.CENTRALE_METEO.MET_sunshine;443.581988994976;100
23/02/2019 14:50:01;METEO.CENTRALE_METEO.MET_temperature;13.2799698643386;100
23/02/2019 14:50:01;S71500A2I_DB1REAL0;0;0
23/02/2019 14:50:01;S71500A2I_DB1REAL12;0;0
23/02/2019 14:50:01;S71500A2I_DB1REAL4;0;0
23/02/2019 14:50:01;S71500A2I_DB1REAL8;0;0
23/02/2019 14:50:01;T006.AI_CO;-1.82843497639101E-02;100
23/02/2019 14:50:01;T006.AI_CO2;-1.11785487767957E-02;100
23/02/2019 14:50:01;T006.AI_O2;21.2477771695906;100
23/02/2019 14:50:01;T006.FI01;99.6533947404936;100
23/02/2019 14:50:01;T006.FI02;-8.70712596332596E-02;100
23/02/2019 14:50:01;T006.FI03;26.1634914704195;100
23/02/2019 14:50:01;T006.FI04;2.68614045245239;100
23/02/2019 14:50:01;T006.PI01;0.427892685828301;100
23/02/2019 14:50:01;T006.PI02;1.18338772369025E-02;100
23/02/2019 14:50:01;T006.TI01;24.9408943366867;100
23/02/2019 14:50:01;T006.TI02;40.5751309615935;100
23/02/2019 14:50:01;T006.TI03;25.9034946251924;100
23/02/2019 14:50:01;T010.FT01;0;0
23/02/2019 14:50:01;T010.FT02;0;0
23/02/2019 14:50:01;T010.FT03;0;0
23/02/2019 14:50:01;T010.FT04;0;0
23/02/2019 14:50:01;T010.TE02;0;0
23/02/2019 14:50:01;T011.FT01;3.98398973297269E-03;100
23/02/2019 14:50:01;T011.FT02;1.37142824971429E-02;100
23/02/2019 14:50:01;T011.FT03;1.73102646964378E-03;100
23/02/2019 14:50:01;T011.FT04;9.4997098234312E-03;100
23/02/2019 14:50:01;T011.FT05;3.60191708271637E-03;100
23/02/2019 14:50:01;T011.FT06;3.95295530090493E-04;100
23/02/2019 14:50:01;T011.TE02;22.1290588781571;100
23/02/2019 14:50:01;T012.FT01;4.32501625103652E-03;100
23/02/2019 14:50:01;T012.FT02;4.89089549398273E-04;100
23/02/2019 14:50:01;T012.FT03;3.93535022032749E-03;100
23/02/2019 14:50:01;T012.FT04;-2.2009084089882E-04;100
23/02/2019 14:50:01;T012.TE02;19.8575804507488;100
23/02/2019 14:50:01;T013.PI01;8.40241837437664;100
23/02/2019 14:50:01;T013.TI01;-91.2876961423556;100
23/02/2019 14:50:01;T013.TI02;-91.3210213341005;100
23/02/2019 14:50:01;T013.WI01;-38.5;100
23/02/2019 14:50:01;T015.PI01;6.82256843041664;100
23/02/2019 14:50:01;T015.TI01;-91.3102873625535;100
23/02/2019 14:50:01;T015.TI02;-91.301921341216;100
23/02/2019 14:50:01;T015.WI01;-4.09375;100
23/02/2019 14:50:01;T045.FC10_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC10_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC11_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC11_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC12_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC12_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC13_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC13_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC14_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC14_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC20_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC20_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC21_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC21_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC22_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC22_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC23_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC23_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC24_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC24_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC30_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC30_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC31_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC31_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC32_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC32_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC33_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC33_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC34_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC34_SP.F_CV;0;0
23/02/2019 14:50:01;T045.FC40_PV.F_CV;0;0
23/02/2019 14:50:01;T045.FC40_SP.F_CV;0;0
